id,Exited
165034,0.014541504690540276
165035,0.7540760535737175
165036,0.01823316705591353
165037,0.2021919305814528
165038,0.33724722536992724
165039,0.076996775039525
165040,0.022104520307302783
165041,0.10207739390008837
165042,0.6614438613834218
165043,0.005166523381345359
165044,0.13287591605130156
165045,0.0180522913919789
165046,0.009476877408567539
165047,0.22593451084697827
165048,0.6811510389453301
165049,0.0447701001326215
165050,0.09737631351616906
165051,0.33069456625367855
165052,0.02553437119790138
165053,0.08516957784890265
165054,0.016942210254017598
165055,0.09897074416991848
165056,0.22656940558330918
165057,0.006392572312953238
165058,0.4065498519679705
165059,0.1213763142843358
165060,0.9792609344432882
165061,0.6445456686548634
165062,0.23540590420297072
165063,0.5183324204525178
165064,0.021806543285688908
165065,0.045153077731961484
165066,0.1024616178240114
165067,0.1673498477281175
165068,0.021380170278816987
165069,0.0031896209570074726
165070,0.8065165774717248
165071,0.030210648414789317
165072,0.12239335132031151
165073,0.9328841257394356
165074,0.539021081226574
165075,0.24338762396895786
165076,0.11642212519865137
165077,0.005594184447973067
165078,0.343264528627178
165079,0.16766471480936432
165080,0.0070157609654071555
165081,0.036581701502439015
165082,0.004089423805994455
165083,0.4863561706819057
165084,0.06272460830692514
165085,0.004104036299002379
165086,0.00816412268089194
165087,0.5576825251101584
165088,0.015092900735264123
165089,0.13635610699520387
165090,0.056523878211283005
165091,0.014304029128733072
165092,0.021159375105469645
165093,0.14332070181617335
165094,0.01723364384262566
165095,0.10339608899359518
165096,0.2572327513075541
165097,0.10134066328138751
165098,0.027434935029731263
165099,0.007472904486122842
165100,0.9195499288662444
165101,0.030637321211902862
165102,0.036602083796921
165103,0.009812480758060432
165104,0.11869382637386842
165105,0.5218475268060015
165106,0.4211173301411952
165107,0.06894523238673705
165108,0.014002122706272027
165109,0.2661202116321305
165110,0.06741381750478781
165111,0.04132913864725856
165112,0.05315780764181602
165113,0.024023901771589907
165114,0.010355839512461624
165115,0.02014301254266791
165116,0.4500367787042438
165117,0.033250506187787895
165118,0.39948361200894705
165119,0.08190511530293859
165120,0.02257290292757816
165121,0.22940340158769834
165122,0.20122173475400018
165123,0.10071775837820568
165124,0.16162135593904509
165125,0.021477019279084304
165126,0.03222705595782729
165127,0.011904818623655436
165128,0.011880207175369818
165129,0.014893286208971073
165130,0.9616363823242043
165131,0.033247689500829014
165132,0.09592964154751926
165133,0.08175837759947702
165134,0.006495594930958463
165135,0.039582193276718684
165136,0.004609145514389938
165137,0.5005302519387197
165138,0.7474759747494722
165139,0.6007567314879199
165140,0.0773732549215016
165141,0.02437743765417075
165142,0.006361478679472041
165143,0.09475824226232982
165144,0.2011138703382824
165145,0.4029431467217355
165146,0.20581522863133137
165147,0.05044839851611733
165148,0.07076112015003137
165149,0.026712231942137597
165150,0.014576283515019061
165151,0.7231934967433743
165152,0.6421104529087039
165153,0.03382227266066532
165154,0.006147422872393175
165155,0.029985363252617338
165156,0.007256411212434945
165157,0.0242337198702435
165158,0.34341319353161415
165159,0.11055995986982965
165160,0.06242776987542358
165161,0.02086525311285867
165162,0.7514623947382254
165163,0.01344210664541509
165164,0.014124042362004673
165165,0.1296606347388275
165166,0.9742472754699947
165167,0.044485054571193866
165168,0.06024453006147493
165169,0.12264784191575756
165170,0.14776562586458392
165171,0.07341314639026028
165172,0.17870842925864155
165173,0.1272290425252837
165174,0.012940747816783746
165175,0.08656786041745919
165176,0.01331125845923046
165177,0.04076383609744666
165178,0.5397534821280462
165179,0.6766252013298742
165180,0.025361395487223003
165181,0.8112002836432568
165182,0.08625101395123098
165183,0.03336253120016682
165184,0.036732933634046755
165185,0.022568165600330738
165186,0.0033575017522548133
165187,0.987108659529863
165188,0.6910120774935004
165189,0.017043298948634496
165190,0.006384022409570518
165191,0.0745677214193495
165192,0.12828215541760501
165193,0.11850335014390091
165194,0.27535868194610735
165195,0.14770183535292827
165196,0.32818532735225225
165197,0.6534869009606503
165198,0.8258829886788036
165199,0.07377892531725103
165200,0.29780783766965807
165201,0.625594548653493
165202,0.6774369035146484
165203,0.684697377747869
165204,0.6809239581994495
165205,0.017678316646863746
165206,0.1457411412316923
165207,0.038198316476008604
165208,0.11399682082015931
165209,0.25062518136255774
165210,0.3705142392819992
165211,0.9600031739960659
165212,0.047964710600472166
165213,0.045596400890055844
165214,0.8465134731082979
165215,0.33116355413660026
165216,0.03354780961676063
165217,0.0023850134657088483
165218,0.012244877017014624
165219,0.7506382261163466
165220,0.5104067774932346
165221,0.09710334369679768
165222,0.19557878894084782
165223,0.09154669658476507
165224,0.030546506119755606
165225,0.9185924905325941
165226,0.9545006135207761
165227,0.20271877713061123
165228,0.1545407480079474
165229,0.2628937647416085
165230,0.8631079023742606
165231,0.01630871991567103
165232,0.0021821838110699875
165233,0.04154884079841189
165234,0.26384838687287154
165235,0.0075745375684369304
165236,0.8199303609133906
165237,0.017428518535808728
165238,0.14874527401578774
165239,0.032753091588651535
165240,0.004848064376644484
165241,0.0027452725364085356
165242,0.20115186743905447
165243,0.03098408438316142
165244,0.38013719439334814
165245,0.0034885371459017615
165246,0.02871017760286287
165247,0.020021355923203085
165248,0.031150133937297143
165249,0.274817770879903
165250,0.0063672649099810645
165251,0.012500089425342349
165252,0.4700056397795932
165253,0.2765333261971229
165254,0.007970620910375915
165255,0.1021299421627238
165256,0.1699428100978352
165257,0.04847742711013486
165258,0.7506295675001273
165259,0.3720686666592118
165260,0.589467808036231
165261,0.8944008321188025
165262,0.36425890925238
165263,0.0033496701140451873
165264,0.025715594062241127
165265,0.014368523449077426
165266,0.004292672729427547
165267,0.357876606018677
165268,0.1739814098754412
165269,0.7010749484344888
165270,0.2587587428795283
165271,0.017017563396844505
165272,0.9792551987615344
165273,0.047038396819315174
165274,0.05302355202589849
165275,0.22174264460132873
165276,0.1001002857589045
165277,0.2818691182073039
165278,0.9459017456347597
