id,Exited
165034,0.058579966
165035,0.8412938
165036,0.025012843
165037,0.2271472
165038,0.3051525
165039,0.06901965
165040,0.0388914
165041,0.081384726
165042,0.6978249
165043,0.009617489
165044,0.09867343
165045,0.019307937
165046,0.00784238
165047,0.12268093
165048,0.662938
165049,0.06426714
165050,0.05025334
165051,0.31287736
165052,0.018082386
165053,0.08698789
165054,0.019699886
165055,0.1359515
165056,0.24180873
165057,0.0039646383
165058,0.527588
165059,0.074691094
165060,0.9558299
165061,0.43256256
165062,0.112320416
165063,0.44760576
165064,0.01886992
165065,0.0354003
165066,0.12740009
165067,0.084225096
165068,0.025802463
165069,0.009448586
165070,0.8180857
165071,0.019449208
165072,0.10648776
165073,0.8826139
165074,0.6485693
165075,0.17121148
165076,0.0940387
165077,0.007488994
165078,0.38886952
165079,0.14178228
165080,0.0072285333
165081,0.04125717
165082,0.005921467
165083,0.42392868
165084,0.04183093
165085,0.0058578025
165086,0.01197717
165087,0.5551436
165088,0.018511768
165089,0.08385704
165090,0.061280727
165091,0.013644266
165092,0.051708207
165093,0.13704546
165094,0.012573364
165095,0.07831718
165096,0.27402002
165097,0.1492568
165098,0.020200357
165099,0.010461151
165100,0.89931995
165101,0.03515945
165102,0.07317122
165103,0.018958831
165104,0.15557612
165105,0.5225419
165106,0.37916347
165107,0.07102994
165108,0.02877373
165109,0.29219583
165110,0.07824627
165111,0.040085405
165112,0.061267722
165113,0.017156128
165114,0.011241973
165115,0.032589804
165116,0.42951402
165117,0.03982686
165118,0.33659947
165119,0.11538886
165120,0.07416887
165121,0.30579126
165122,0.23727207
165123,0.06962195
165124,0.19786312
165125,0.03706637
165126,0.040224105
165127,0.017247878
165128,0.013096535
165129,0.025004273
165130,0.9380172
165131,0.024042552
165132,0.30963793
165133,0.13604069
165134,0.0057515474
165135,0.046827417
165136,0.0052821157
165137,0.38672796
165138,0.64272493
165139,0.6889484
165140,0.10780388
165141,0.024868963
165142,0.0073616956
165143,0.080550686
165144,0.2568238
165145,0.50144
165146,0.18774757
165147,0.04224162
165148,0.16640681
165149,0.031788718
165150,0.011314378
165151,0.79230976
165152,0.485414
165153,0.04025957
165154,0.01728414
165155,0.05316719
165156,0.006744453
165157,0.022046221
165158,0.38598648
165159,0.1343182
165160,0.05088474
165161,0.010833226
165162,0.77347153
165163,0.020595165
165164,0.022025732
165165,0.13478263
165166,0.94455767
165167,0.050202902
165168,0.050906286
165169,0.08993571
165170,0.0948055
165171,0.056796324
165172,0.56659764
165173,0.13350505
165174,0.019423429
165175,0.0771041
165176,0.015654292
165177,0.03184454
165178,0.51488155
165179,0.6959466
165180,0.04022883
165181,0.8401128
165182,0.16559218
165183,0.01994522
165184,0.038436294
165185,0.025078768
165186,0.007838051
165187,0.972293
165188,0.82548904
165189,0.013421263
165190,0.011368867
165191,0.14481263
165192,0.1211161
165193,0.13332954
165194,0.3047503
165195,0.15549839
165196,0.36066622
165197,0.750915
165198,0.6359325
165199,0.107141964
165200,0.3940376
165201,0.65527654
165202,0.7285552
165203,0.79619175
165204,0.62890023
165205,0.019520558
165206,0.09587158
165207,0.050205845
165208,0.012589897
165209,0.13722487
165210,0.41191104
165211,0.94486415
165212,0.041488625
165213,0.017186243
165214,0.92919683
165215,0.37016657
165216,0.036226034
165217,0.003712191
165218,0.011777543
165219,0.876304
165220,0.43390647
165221,0.062940605
165222,0.18173562
165223,0.08506589
165224,0.05861579
165225,0.89545745
165226,0.8260105
165227,0.15737203
165228,0.14679015
165229,0.29218104
165230,0.953165
165231,0.018147575
165232,0.005114898
165233,0.037370596
165234,0.06313693
165235,0.018202642
165236,0.6061472
165237,0.010516495
165238,0.123518184
165239,0.02452399
165240,0.01289878
165241,0.00960713
165242,0.31107256
165243,0.030023163
165244,0.22035573
165245,0.0038375424
165246,0.0791588
165247,0.019171694
165248,0.056041587
165249,0.23982038
165250,0.011710077
165251,0.00743266
165252,0.32221302
165253,0.26808596
165254,0.007824376
165255,0.13255
165256,0.24914981
165257,0.04075446
165258,0.9508048
165259,0.4480957
165260,0.40920293
165261,0.8644862
165262,0.43197504
165263,0.009830961
165264,0.046933044
165265,0.028944638
165266,0.00523341
165267,0.31367928
165268,0.1106438
165269,0.7050354
165270,0.24647216
165271,0.020132635
165272,0.97611517
165273,0.05783894
165274,0.04811357
165275,0.18526527
165276,0.14106856
165277,0.19294772
165278,0.9346747
165279,0.14001615
165280,0.01312914
165281,0.008773567
165282,0.12049116
165283,0.0034044515
165284,0.31819075
165285,0.12783954
165286,0.081097096
165287,0.012656051
165288,0.033892114
165289,0.107091576
165290,0.02310337
165291,0.010536033
165292,0.10256995
165293,0.69152313
165294,0.006378178
165295,0.14993955
165296,0.04986621
165297,0.032119527
165298,0.02346102
165299,0.034911215
165300,0.41092587
165301,0.08349899
165302,0.33862558
165303,0.05519218
165304,0.004696377
165305,0.005896712
165306,0.024192138
165307,0.12699287
165308,0.043779645
165309,0.1624305
165310,0.11506194
165311,0.09434093
165312,0.87623733
165313,0.0192165
165314,0.03490205
165315,0.1560104
165316,0.23379996
165317,0.005622691
165318,0.7996352
165319,0.47175598
165320,0.027071284
165321,0.10607179
165322,0.07055512
165323,0.04508182
165324,0.13429084
165325,0.22187506
165326,0.5091449
165327,0.15696523
165328,0.07373845
165329,0.013366034
165330,0.05855441
165331,0.060558192
165332,0.69394827
165333,0.037747808
165334,0.005551875
165335,0.01576561
165336,0.17304215
165337,0.30893847
165338,0.41306913
165339,0.15388037
165340,0.10870575
165341,0.037998132
165342,0.021161977
165343,0.00482514
165344,0.116849646
165345,0.057476796
165346,0.94708055
165347,0.32809028
165348,0.047717843
165349,0.08087168
165350,0.004876591
165351,0.15205646
165352,0.019438034
165353,0.010864123
165354,0.13475846
165355,0.13583386
165356,0.015679559
165357,0.03314129
165358,0.051772848
165359,0.030237943
165360,0.82216364
165361,0.055799834
165362,0.39917278
165363,0.16153896
165364,0.013395483
165365,0.9209365
165366,0.0050404402
165367,0.17983054
165368,0.15660559
165369,0.7338315
165370,0.17036939
165371,0.008090526
165372,0.06633461
165373,0.024764394
165374,0.72112584
165375,0.08124641
165376,0.009193937
165377,0.0033464609
165378,0.12299911
165379,0.039920114
165380,0.12417686
165381,0.0660797
165382,0.0059281066
165383,0.011386159
165384,0.029113809
165385,0.15045771
165386,0.8175608
165387,0.012417474
165388,0.18049845
165389,0.08720406
165390,0.6264156
165391,0.0072342944
165392,0.037645157
165393,0.0704112
165394,0.070593044
165395,0.013181182
165396,0.02266544
165397,0.015603858
165398,0.57591987
165399,0.04963612
165400,0.08713869
165401,0.03763392
165402,0.40775627
165403,0.027686477
165404,0.058865257
